s0,s1,s2,s3,s4,s5,s6,action
2.53,2.44,1.6,1.52,1.51,0.17,0.22,1.0
2.5,2.52,1.53,1.45,1.46,0.09,0.24,1.0
2.42,2.68,1.42,1.37,1.32,0.0,0.29,1.0
1.32,2.59,1.33,1.29,1.26,0.0,0.35,1.0
1.46,2.59,1.23,1.23,1.2,0.0,0.4,1.0
1.54,2.43,1.16,1.1,1.05,0.0,0.43,1.0
1.62,2.33,1.07,1.06,0.97,0.0,0.47,1.0
1.76,2.33,0.97,0.96,0.9,0.0,0.5,1.0
1.76,2.18,0.89,0.84,0.8,0.0,0.54,1.0
1.97,2.08,0.79,0.77,0.72,0.0,0.55,1.0
1.97,2.05,0.67,0.68,0.61,0.0,0.53,1.0
2.12,1.95,0.6,0.58,0.52,0.0,0.49,1.0
2.2,1.83,0.53,0.5,0.42,0.0,0.47,1.0
2.28,1.73,0.43,0.39,0.34,0.07,0.42,1.0
2.37,1.63,0.33,0.29,0.24,0.14,0.39,1.0
2.52,1.53,0.24,0.19,0.14,0.19,0.35,1.0
2.52,1.45,0.14,0.09,0.04,0.24,0.28,1.0
2.68,1.37,0.04,0.0,0.0,0.29,0.24,1.0
2.59,1.29,0.0,0.0,0.0,0.35,0.18,1.0
2.59,1.23,0.0,0.0,0.0,0.4,0.12,1.0
2.43,1.1,0.0,0.0,0.0,0.43,0.05,1.0
2.33,1.06,0.0,0.0,0.0,0.47,0.0,0.0
2.32,1.02,0.0,0.0,0.0,0.51,0.02,0.0
1.86,2.05,0.72,0.68,0.61,0.2,0.06,1.0
1.93,1.98,0.65,0.59,0.53,0.16,0.12,1.0
2.02,1.88,0.53,0.5,0.44,0.08,0.21,1.0
2.1,1.78,0.45,0.39,0.35,0.0,0.3,1.0
2.2,1.73,0.34,0.3,0.25,0.0,0.41,1.0
2.27,1.63,0.26,0.2,0.94,0.0,0.5,1.0
2.38,1.54,0.15,0.9,0.87,0.0,0.59,1.0
2.45,1.42,0.85,0.83,0.81,0.0,0.2,1.0
2.57,1.36,0.79,0.77,0.74,0.0,0.09,1.0
2.57,1.28,0.72,0.69,0.67,0.0,0.0,1.0
2.46,1.16,0.65,0.62,0.59,0.0,0.0,1.0
2.39,1.04,0.58,0.55,0.52,0.0,0.0,1.0
2.28,0.97,0.5,0.48,0.44,0.0,0.0,1.0
2.28,0.89,0.43,0.4,0.37,0.0,0.0,0.0
2.2,0.88,0.46,0.43,0.39,0.0,0.0,0.0
1.73,1.97,0.64,0.6,0.55,0.0,1.08,1.0
1.81,1.91,0.56,0.52,0.47,0.0,1.12,1.0
1.92,1.86,0.47,0.42,0.37,0.04,1.2,1.0
2.04,1.75,0.37,0.32,0.28,0.12,1.25,1.0
2.09,1.65,0.27,0.22,0.18,0.22,1.31,1.0
2.15,1.55,0.17,0.12,0.12,0.3,1.37,1.0
2.28,1.46,0.07,0.08,0.04,0.39,1.41,1.0
2.34,1.38,0.03,0.0,0.0,0.46,1.38,1.0
2.46,1.3,0.0,0.0,0.0,0.54,1.34,1.0
2.51,1.19,0.0,0.0,0.0,0.62,1.29,1.0
2.45,1.09,0.0,0.0,0.0,0.7,1.22,1.0
2.33,0.98,0.0,0.0,0.0,0.77,1.17,1.0
2.27,0.9,0.0,0.0,0.0,0.84,1.1,1.0
2.21,0.82,0.0,0.0,0.0,0.93,1.03,1.0
2.09,0.7,0.0,0.0,0.0,0.99,0.97,0.0
2.05,0.7,0.0,0.0,0.0,1.0,0.98,0.0
0.86,0.34,0.37,0.42,0.46,1.83,1.96,2.0
0.9,0.42,0.29,0.33,0.38,1.81,2.1,2.0
0.95,0.49,0.19,0.24,0.29,1.71,2.17,2.0
1.03,0.55,0.09,0.15,0.19,1.58,2.27,2.0
1.1,0.6,0.0,0.0,0.09,1.49,2.34,2.0
1.16,0.66,0.0,0.0,0.0,1.38,2.45,2.0
1.22,0.71,0.0,0.0,0.0,1.29,2.51,0.0
1.2,0.75,0.0,0.0,0.0,1.34,2.51,0.0
1.16,0.91,0.0,0.43,0.48,1.86,0.0,2.0
1.16,0.91,0.0,0.43,0.48,1.86,0.0,2.0
1.08,0.98,0.0,0.31,0.38,1.86,2.26,2.0
1.01,1.05,0.0,0.0,0.26,1.71,2.26,2.0
0.94,1.12,0.0,0.0,0.0,1.56,0.15,2.0
0.87,1.2,0.05,0.0,0.0,1.56,2.52,2.0
0.8,1.25,0.13,0.09,0.05,1.39,0.34,2.0
0.71,1.31,0.22,0.18,0.14,1.36,0.43,2.0
0.64,1.37,0.3,0.26,0.22,1.27,0.52,2.0
1.06,1.49,0.47,0.43,0.4,1.05,2.44,0.0
1.02,1.53,0.59,0.57,0.53,0.92,2.37,0.0
1.56,2.01,0.66,0.62,0.58,0.99,0.0,1.0
1.71,1.94,0.6,0.56,0.5,0.99,0.0,1.0
1.8,1.84,0.5,0.46,0.41,0.93,0.0,1.0
1.85,1.75,0.41,0.36,0.31,0.86,0.0,1.0
1.94,1.66,0.31,0.26,1.07,0.78,0.0,1.0
2.05,1.57,0.22,1.11,1.13,0.71,0.0,1.0
2.15,1.49,1.16,1.17,1.19,0.65,0.0,1.0
2.2,1.41,1.23,1.23,1.24,0.57,0.0,1.0
2.31,1.3,1.28,1.28,1.29,0.49,0.0,1.0
2.36,1.21,1.33,1.34,1.34,0.41,0.0,1.0
2.46,1.12,1.34,1.34,1.34,0.33,0.0,1.0
2.35,1.01,1.3,1.29,1.29,0.25,0.0,1.0
2.3,0.92,1.25,1.24,1.23,0.16,0.07,1.0
2.2,0.83,1.2,1.19,1.17,0.08,0.16,1.0
2.09,0.73,1.14,1.13,1.11,0.0,0.26,1.0
2.04,0.64,1.08,1.07,1.05,0.0,0.35,1.0
1.94,0.56,1.02,0.99,0.97,0.0,0.45,1.0
1.84,0.46,0.96,0.93,0.91,0.0,0.54,1.0
1.75,0.36,0.88,0.86,0.84,0.0,0.63,1.0
1.66,0.26,0.81,0.78,0.76,0.0,0.73,1.0
1.57,1.11,0.74,0.71,0.69,0.0,0.81,1.0
1.49,1.17,0.68,0.65,0.61,0.0,0.89,1.0
1.41,1.23,0.6,0.57,0.54,0.0,0.44,1.0
1.3,1.28,0.52,0.49,0.46,0.0,0.35,1.0
1.21,1.34,0.45,0.41,0.37,0.0,0.26,1.0
1.12,1.34,0.36,0.33,0.29,0.0,0.16,1.0
1.01,1.29,0.29,0.25,0.21,0.0,0.07,1.0
0.92,1.24,0.21,0.16,0.13,0.07,0.0,1.0
0.83,1.19,0.12,0.08,0.04,0.16,0.0,1.0
0.73,1.13,0.03,0.0,0.0,0.26,0.0,1.0
0.64,1.07,0.0,0.0,0.0,0.35,0.0,0.0
0.59,1.1,0.0,0.0,0.0,0.32,0.0,0.0
0.54,1.14,0.01,0.0,0.0,0.29,0.0,0.0
0.48,1.17,0.04,0.0,0.0,0.28,0.0,0.0
0.93,1.22,0.07,0.03,0.0,0.25,1.58,0.0
0.96,1.26,0.1,0.06,0.02,0.22,1.55,0.0
1.76,1.94,0.63,0.59,0.54,0.0,1.0,1.0
1.99,1.77,0.44,0.39,0.35,0.0,1.12,1.0
2.05,1.66,0.34,0.31,0.26,0.07,1.19,1.0
2.17,1.56,0.26,0.21,0.17,0.14,1.24,1.0
2.23,1.52,0.16,0.12,0.07,0.23,1.3,1.0
2.36,1.43,0.07,0.02,0.0,0.32,1.35,1.0
2.43,1.3,0.0,0.0,0.0,0.4,1.4,1.0
2.49,1.23,0.0,0.0,0.0,0.48,1.35,1.0
2.45,1.12,0.0,0.0,0.0,0.55,1.3,1.0
2.32,0.95,0.0,0.0,0.0,0.71,1.19,0.0
2.21,0.84,0.0,0.0,0.0,0.81,1.15,0.0
1.57,0.44,1.29,1.29,1.28,0.26,1.02,2.0
1.61,0.61,1.31,1.31,1.32,0.42,0.85,2.0
1.56,0.7,1.26,1.27,1.28,0.49,0.77,2.0
1.49,0.77,1.21,1.21,1.22,0.58,0.69,2.0
1.43,0.85,1.15,1.16,1.17,0.65,0.6,2.0
1.37,0.94,1.08,1.1,1.11,0.73,0.52,2.0
1.3,1.02,1.02,1.03,1.06,0.78,0.44,2.0
1.23,1.08,0.95,0.97,0.99,0.85,0.35,2.0
1.16,1.15,0.88,0.91,0.93,0.92,0.26,2.0
1.08,1.24,0.05,0.84,0.87,0.99,0.17,2.0
1.0,1.31,0.14,0.1,0.8,1.06,0.08,2.0
0.92,1.38,0.22,0.19,0.14,1.12,-0.0,2.0
0.85,1.43,0.32,0.27,0.23,1.17,0.08,2.0
0.76,1.5,0.4,0.36,0.32,1.23,0.17,0.0
0.8,1.55,0.44,0.4,0.36,1.3,0.23,0.0
0.0,0.0,0.83,0.87,0.93,2.21,1.29,2.0
0.12,0.0,0.0,0.69,0.74,2.04,1.49,2.0
0.2,0.0,0.0,0.0,0.63,1.94,1.56,2.0
0.27,0.0,0.0,0.0,0.54,1.87,1.64,2.0
0.33,0.0,0.0,0.0,0.0,1.81,1.72,2.0
0.41,0.0,0.0,0.0,0.0,1.69,1.84,2.0
0.46,0.0,0.0,0.0,0.0,1.58,1.88,0.0
0.43,0.0,0.0,0.0,0.0,1.62,1.92,0.0
0.4,0.0,0.0,0.0,0.0,1.66,1.97,0.0
0.37,0.0,0.0,0.0,0.0,1.66,1.97,0.0
0.33,0.0,0.0,0.0,0.0,1.71,2.02,0.0
0.3,0.0,0.0,0.0,0.0,1.75,2.0,0.0
0.27,0.08,0.05,0.03,0.0,1.71,2.05,0.0
0.24,0.14,0.12,0.1,0.07,1.75,2.04,0.0
0.21,0.21,0.19,0.17,0.14,1.79,2.09,0.0
0.16,0.27,0.26,0.23,0.21,0.0,2.06,0.0
0.14,0.35,0.33,0.3,0.28,0.0,2.12,0.0
0.1,0.42,0.39,0.37,0.35,0.0,2.09,0.0
0.07,0.49,0.46,0.44,0.42,0.0,0.0,0.0
0.03,0.57,0.53,0.51,0.49,0.0,0.0,0.0
0.0,0.64,0.6,0.58,0.56,0.0,0.0,0.0
0.0,0.7,0.67,0.65,0.63,0.0,0.0,0.0
0.0,0.78,0.74,0.72,0.7,0.0,0.0,0.0
0.0,0.84,0.81,0.79,0.76,0.0,0.0,0.0
0.0,0.92,0.88,0.85,0.83,0.0,0.0,0.0
0.0,0.98,0.95,0.92,0.9,0.0,0.0,0.0
0.0,1.06,1.01,0.99,0.97,0.0,0.0,0.0
0.0,1.12,1.08,1.06,1.04,0.0,0.0,0.0
0.0,1.2,1.15,1.13,1.11,0.06,0.0,0.0
0.01,1.26,1.22,1.2,1.18,0.13,0.0,0.0
0.06,1.34,1.29,1.27,1.24,0.2,0.0,0.0
0.12,1.42,1.35,1.33,1.31,0.26,0.0,0.0
0.18,1.48,1.42,1.4,1.38,0.33,0.0,0.0
0.23,1.56,1.49,1.47,1.45,0.4,0.0,0.0
0.29,1.62,1.55,1.53,1.51,0.46,0.0,0.0
0.34,1.7,1.62,1.6,1.58,0.52,0.0,0.0
0.41,1.79,1.68,1.67,1.65,0.32,0.0,0.0
0.45,1.85,1.75,1.73,1.71,0.38,0.0,1.0
0.56,1.91,1.65,1.63,1.62,0.27,0.0,1.0
0.65,2.04,1.6,1.55,1.53,0.48,0.0,1.0
0.73,2.1,1.51,1.46,1.45,0.4,0.0,1.0
0.83,2.21,1.43,1.38,1.34,0.31,0.0,1.0
0.93,2.26,1.31,1.31,1.24,0.22,0.0,1.0
1.03,2.37,1.23,1.21,1.18,0.13,0.0,1.0
1.1,2.43,1.17,1.11,1.07,0.04,0.0,1.0
1.21,2.35,1.07,1.03,0.99,0.0,0.0,1.0
1.28,2.28,0.96,0.93,0.9,0.0,0.0,1.0
1.39,2.2,0.86,0.84,0.8,0.0,0.0,1.0
1.47,2.09,0.77,0.73,0.69,0.0,0.0,1.0
1.56,2.02,0.7,0.65,0.61,0.0,0.0,1.0
1.65,1.92,0.59,0.55,0.52,0.0,0.0,1.0
1.75,1.83,0.51,0.47,0.42,0.0,0.05,1.0
1.85,1.73,0.42,0.38,0.33,0.0,0.13,1.0
1.91,1.63,0.32,0.27,0.53,0.0,0.2,1.0
2.04,1.55,0.23,0.48,0.45,0.0,0.28,1.0
2.1,1.46,0.44,0.4,0.35,0.0,0.35,1.0
0.41,1.22,1.78,1.78,1.76,0.52,0.51,1.0
0.52,1.38,1.62,1.62,1.59,1.22,0.35,1.0
0.59,1.46,1.56,1.54,1.52,1.24,0.27,1.0
0.23,1.53,1.49,1.45,1.44,1.2,0.19,1.0
0.31,1.61,1.39,1.39,1.35,1.15,0.1,1.0
0.42,1.69,1.32,1.29,1.27,1.1,0.03,1.0
0.5,1.76,1.25,1.2,1.19,1.04,0.0,1.0
0.59,1.85,1.16,1.13,1.1,0.99,0.0,1.0
0.68,1.92,1.08,1.05,1.02,0.93,0.0,1.0
0.78,1.99,0.98,0.95,0.91,0.86,0.0,1.0
0.88,2.06,0.91,0.88,0.83,0.79,0.0,1.0
0.94,1.99,0.82,0.78,0.74,0.72,0.0,1.0
1.04,1.91,0.74,0.69,0.66,0.65,0.0,1.0
1.12,1.83,0.64,0.61,0.56,0.58,0.0,1.0
1.22,1.78,0.56,0.52,0.48,0.51,0.0,1.0
1.28,1.7,0.47,1.17,1.18,0.43,0.0,0.0
1.31,1.7,0.48,1.22,1.23,0.46,0.0,0.0
1.68,2.1,0.84,2.13,2.13,1.17,0.0,1.0
1.79,2.04,0.75,2.25,2.25,1.13,0.0,1.0
1.94,1.98,0.65,2.31,2.31,1.04,0.0,1.0
2.03,1.88,2.24,2.24,2.23,0.94,0.0,1.0
2.1,1.82,2.17,2.16,2.15,0.85,0.0,1.0
2.2,1.72,2.1,2.09,2.08,0.75,0.0,1.0
2.28,1.58,2.02,2.01,1.96,0.66,0.0,1.0
2.35,1.54,1.95,1.9,1.89,0.56,0.0,1.0
2.45,1.46,1.84,1.83,1.82,0.48,0.0,1.0
2.52,1.36,1.76,1.75,1.71,0.38,0.0,1.0
2.56,1.28,1.69,1.65,1.64,0.29,0.0,1.0
2.49,1.19,1.59,1.58,1.54,0.19,0.0,1.0
2.39,1.1,1.52,1.49,1.45,0.09,0.0,1.0
2.31,0.97,1.43,1.4,1.36,0.0,0.0,1.0
2.25,0.9,1.34,1.31,1.28,0.0,0.0,1.0
2.14,2.17,1.25,1.2,1.18,0.0,0.01,1.0
2.04,2.25,1.15,1.13,1.09,0.0,0.0,1.0
1.98,2.31,1.08,1.04,1.01,0.0,0.0,1.0
1.88,2.24,0.99,0.94,0.91,0.0,0.0,1.0
1.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.3,0.0,0.0,0.0,0.0,0.0,0.17,0.0
0.79,0.0,0.0,0.01,0.05,0.0,0.0,2.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.92,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.96,1.54,0.48,0.45,0.41,0.0,0.0,1.0
0.81,1.43,0.32,0.27,0.23,0.0,0.0,0.0
0.83,1.45,0.34,0.29,0.26,0.0,0.0,0.0
0.86,1.22,0.21,0.16,0.13,1.64,1.04,0.0
0.91,1.3,0.3,0.27,0.23,0.0,1.15,0.0
0.9,1.34,0.33,0.29,0.26,0.0,1.16,0.0
0.88,1.37,0.35,0.32,0.28,0.0,1.18,0.0
0.87,1.4,0.37,0.34,0.3,0.0,1.21,0.0
0.87,1.4,0.37,0.34,0.3,0.0,1.21,0.0
1.75,0.97,0.66,0.63,0.6,1.28,2.22,0.0
1.69,1.05,0.78,0.74,0.72,0.0,2.31,0.0
1.7,1.06,0.81,0.77,0.75,0.0,2.29,0.0
1.69,1.06,0.84,0.8,0.78,0.0,2.33,0.0
1.85,2.15,1.39,1.36,1.33,0.11,0.84,1.0
0.95,2.27,1.31,1.29,1.26,0.06,0.9,1.0
1.04,2.37,1.25,1.19,1.14,0.0,0.99,1.0
1.13,2.42,1.14,1.1,1.07,0.0,1.08,1.0
1.2,2.35,1.02,1.0,0.97,0.0,1.17,1.0
1.3,2.24,0.95,0.93,0.86,0.0,1.25,1.0
1.38,2.2,0.86,0.82,0.78,0.0,1.34,1.0
1.47,2.09,0.77,0.72,0.68,0.0,1.42,1.0
1.56,2.0,0.68,0.64,0.59,0.17,1.51,1.0
1.66,1.95,0.58,0.54,0.5,0.25,1.59,1.0
1.77,1.85,0.48,0.44,0.4,0.36,1.67,1.0
1.83,1.76,0.39,0.35,0.3,0.44,1.75,1.0
1.92,1.67,0.3,0.25,0.2,0.54,1.83,1.0
2.02,1.55,0.2,0.16,0.28,0.63,1.88,1.0
2.11,1.47,0.1,0.24,0.2,0.73,1.96,1.0
2.16,1.39,0.19,0.15,0.11,0.82,2.04,1.0
2.27,1.29,0.1,0.06,0.01,0.9,2.05,1.0
2.37,1.19,0.01,0.0,0.0,0.99,1.97,0.0
2.35,1.2,0.02,0.0,0.0,0.99,2.01,0.0
1.88,1.99,0.61,0.56,0.53,0.0,1.19,1.0
2.01,1.88,0.51,0.48,0.44,0.0,1.26,1.0
2.1,1.8,0.42,0.39,0.35,0.0,1.34,1.0
2.19,1.73,0.33,0.27,0.24,0.0,1.45,1.0
2.28,1.59,0.24,0.19,0.15,0.18,1.53,1.0
2.38,1.53,0.13,0.1,0.06,0.27,1.62,1.0
2.47,1.42,0.05,0.28,0.25,0.36,1.68,1.0
2.57,1.32,0.24,0.21,0.18,0.46,1.77,1.0
2.63,1.27,0.17,0.14,0.11,0.55,1.47,1.0
2.53,1.14,0.1,0.07,0.04,0.64,1.39,1.0
2.53,1.07,0.04,0.0,0.0,0.73,1.31,1.0
2.34,0.96,0.0,0.0,0.0,0.83,1.23,1.0
2.25,0.87,0.0,0.0,0.0,0.91,1.13,1.0
2.16,0.78,0.0,0.0,0.0,1.0,1.05,1.0
2.14,0.67,0.0,0.0,0.0,1.08,0.97,1.0
2.05,0.58,0.0,0.0,0.0,1.17,0.87,1.0
1.88,0.48,0.0,0.0,0.0,1.26,0.78,1.0
1.8,0.39,0.0,0.0,0.0,1.34,0.7,0.0
1.79,0.37,0.0,0.0,0.0,1.37,0.71,0.0
2.42,0.99,0.0,0.0,0.0,0.0,2.1,0.0
2.28,0.88,0.0,0.0,0.0,0.0,2.03,0.0
2.32,0.89,0.0,0.0,0.0,0.0,2.06,0.0
2.27,0.87,0.0,0.0,0.0,0.0,2.04,0.0
2.23,0.85,0.0,0.0,0.0,0.0,2.07,0.0
2.26,0.84,0.0,0.0,0.0,0.0,2.05,0.0
2.22,0.84,0.0,0.0,0.0,0.0,2.08,0.0
1.32,2.69,1.3,1.26,1.3,0.0,0.87,1.0
1.5,2.57,1.2,1.15,1.03,0.0,1.08,1.0
1.57,0.0,1.03,1.01,0.96,0.0,1.15,1.0
1.65,0.0,0.94,0.88,0.87,0.0,1.24,1.0
1.73,2.2,0.85,0.82,0.79,0.0,1.32,1.0
1.9,2.2,0.71,0.73,0.68,0.03,1.44,1.0
1.9,2.09,0.71,0.62,0.57,0.13,1.36,1.0
2.06,1.97,0.57,0.53,0.49,0.22,1.29,1.0
2.06,1.85,0.49,0.42,0.38,0.32,1.2,1.0
0.26,1.85,0.36,0.32,0.28,0.42,1.1,1.0
2.32,1.73,0.28,0.23,0.19,0.51,1.03,1.0
2.32,1.62,0.18,0.13,0.09,0.62,0.93,1.0
0.0,1.51,0.08,0.04,0.0,0.69,0.84,1.0
0.0,1.44,0.0,0.0,0.0,0.78,0.76,1.0
2.69,1.26,0.0,0.0,0.0,0.87,0.66,1.0
2.69,1.18,0.0,0.0,0.0,0.98,0.58,1.0
2.57,1.15,0.0,0.0,0.0,1.08,0.49,1.0
0.0,1.01,0.0,0.0,0.0,1.15,0.4,1.0
0.0,0.88,0.0,0.0,0.0,1.24,0.31,0.0
2.38,0.89,0.0,0.0,0.0,1.25,0.33,0.0
2.32,0.9,0.0,0.0,0.0,1.25,0.36,0.0
2.38,0.91,0.0,0.0,0.0,1.27,0.39,0.0
2.31,0.86,0.0,0.0,0.0,1.27,0.41,0.0
2.34,0.87,0.0,0.0,0.0,1.26,0.46,0.0
2.27,0.87,0.0,0.0,0.0,1.28,0.48,0.0
2.31,0.88,0.0,0.0,0.0,1.27,0.51,0.0
2.24,0.84,0.0,0.0,0.0,1.3,0.53,0.0
2.27,0.84,0.0,0.0,0.0,1.29,0.58,0.0
2.22,0.84,0.0,0.0,0.0,1.31,0.6,0.0
2.24,0.81,0.0,0.0,0.0,1.3,2.09,0.0
1.77,0.93,0.0,0.0,0.0,2.02,1.39,0.0
1.71,1.01,0.0,0.0,0.0,0.28,1.47,0.0
1.73,1.01,0.0,0.0,0.0,0.27,1.52,0.0
1.74,1.02,0.0,0.0,0.0,0.25,1.51,0.0
2.2,1.05,0.71,0.68,0.66,1.32,2.27,0.0
2.14,1.14,0.81,0.79,0.76,0.0,2.36,0.0
1.78,1.41,0.66,0.62,0.59,1.29,1.85,0.0
1.9,1.32,0.6,0.56,0.52,1.37,1.8,0.0
1.98,1.4,0.8,0.75,0.72,0.0,1.88,1.0
2.08,1.98,0.73,0.68,0.63,0.0,1.82,1.0
2.12,1.92,0.63,0.59,0.54,0.03,1.74,1.0
2.23,1.82,0.54,0.49,0.46,0.13,1.63,1.0
2.31,1.75,0.44,0.4,0.36,0.23,1.55,1.0
2.27,1.68,0.36,0.31,0.27,0.32,1.48,1.0
2.19,1.56,0.26,0.22,0.17,0.43,1.37,1.0
2.12,1.5,0.17,0.13,0.08,0.52,1.31,1.0
2.03,1.39,0.08,0.04,0.0,0.62,1.21,1.0
1.92,1.31,0.0,0.0,0.0,0.71,1.13,1.0
1.85,1.24,0.0,0.0,0.0,2.29,1.05,0.0
1.86,1.22,0.0,0.0,0.0,0.8,1.05,0.0
2.13,1.2,0.97,0.99,1.01,1.0,1.78,0.0
2.23,0.0,1.12,1.13,1.16,1.09,1.85,0.0
2.22,0.03,1.19,1.2,1.24,1.09,2.15,0.0
0.96,1.03,0.74,0.74,0.74,0.35,1.65,1.0
0.81,0.9,0.68,0.67,0.67,1.61,1.49,1.0
2.07,1.13,0.95,0.93,0.92,1.17,2.31,0.0
1.99,1.21,1.08,1.08,1.05,1.09,2.39,0.0
0.0,0.0,0.75,0.73,0.72,0.0,0.0,0.0
0.0,0.0,0.76,0.74,0.74,0.0,0.0,0.0
0.0,0.0,0.76,0.74,0.74,0.0,0.0,0.0
1.81,1.28,1.12,1.09,1.07,1.2,2.52,0.0
1.75,1.38,1.25,1.24,1.21,1.09,2.46,0.0
1.67,1.03,0.4,0.0,0.0,0.58,0.16,2.0
1.74,1.03,0.21,0.0,0.0,0.59,0.27,2.0
1.61,1.67,0.0,0.0,0.0,1.06,2.41,0.0
1.75,0.1,0.0,0.0,0.0,1.16,2.47,0.0
